Sliding Window Attention is enabled but not implemented for `sdpa`; unexpected results may be encountered.
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 21.08it/s]
Resumed from ckpts/reptile_00045.pt, missing=0 unexpected=0
[ 162/600]  edit_acc=0.716  gen_acc=0.759  loc_acc=0.938  loss=10.6062
[ 164/600]  edit_acc=0.713  gen_acc=0.762  loc_acc=0.939  loss=10.6510
[ 166/600]  edit_acc=0.717  gen_acc=0.759  loc_acc=0.940  loss=14.7108
[ 168/600]  edit_acc=0.714  gen_acc=0.756  loc_acc=0.940  loss=15.0867
[ 170/600]  edit_acc=0.718  gen_acc=0.759  loc_acc=0.941  loss=10.7190
[ 172/600]  edit_acc=0.715  gen_acc=0.756  loc_acc=0.942  loss=17.4901
[ 174/600]  edit_acc=0.718  gen_acc=0.759  loc_acc=0.943  loss=10.8972
[ 176/600]  edit_acc=0.716  gen_acc=0.756  loc_acc=0.943  loss=10.7655
[ 178/600]  edit_acc=0.719  gen_acc=0.753  loc_acc=0.944  loss=11.1119
[ 180/600]  edit_acc=0.717  gen_acc=0.750  loc_acc=0.944  loss=11.1046
[ 182/600]  edit_acc=0.714  gen_acc=0.753  loc_acc=0.945  loss=15.0681
[ 184/600]  edit_acc=0.717  gen_acc=0.755  loc_acc=0.946  loss=10.5626
[ 186/600]  edit_acc=0.715  gen_acc=0.758  loc_acc=0.941  loss=11.3712
[ 188/600]  edit_acc=0.718  gen_acc=0.761  loc_acc=0.941  loss=15.6645
[ 190/600]  edit_acc=0.721  gen_acc=0.758  loc_acc=0.942  loss=15.3657
[ 192/600]  edit_acc=0.714  gen_acc=0.760  loc_acc=0.938  loss=13.9305
[ 194/600]  edit_acc=0.711  gen_acc=0.758  loc_acc=0.938  loss=11.2136
[ 196/600]  edit_acc=0.704  gen_acc=0.755  loc_acc=0.939  loss=11.3246
[ 198/600]  edit_acc=0.707  gen_acc=0.747  loc_acc=0.934  loss=11.3877
[ 200/600]  edit_acc=0.710  gen_acc=0.750  loc_acc=0.935  loss=10.9535
[ 202/600]  edit_acc=0.713  gen_acc=0.752  loc_acc=0.936  loss=11.1285
[ 204/600]  edit_acc=0.716  gen_acc=0.755  loc_acc=0.936  loss=14.3586
[ 206/600]  edit_acc=0.718  gen_acc=0.757  loc_acc=0.937  loss=11.6135
[ 208/600]  edit_acc=0.721  gen_acc=0.760  loc_acc=0.938  loss=10.9335
[ 210/600]  edit_acc=0.714  gen_acc=0.762  loc_acc=0.938  loss=10.9545
[ 212/600]  edit_acc=0.717  gen_acc=0.764  loc_acc=0.939  loss=14.7506
[ 214/600]  edit_acc=0.710  gen_acc=0.766  loc_acc=0.935  loss=11.2197
[ 216/600]  edit_acc=0.713  gen_acc=0.759  loc_acc=0.935  loss=14.1351
[ 218/600]  edit_acc=0.716  gen_acc=0.761  loc_acc=0.936  loss=14.5057
[ 220/600]  edit_acc=0.714  gen_acc=0.764  loc_acc=0.932  loss=16.3289
[ 222/600]  edit_acc=0.716  gen_acc=0.761  loc_acc=0.932  loss=11.4225
[ 224/600]  edit_acc=0.714  gen_acc=0.763  loc_acc=0.933  loss=14.1341
[ 226/600]  edit_acc=0.712  gen_acc=0.765  loc_acc=0.934  loss=11.0509
[ 228/600]  edit_acc=0.715  gen_acc=0.763  loc_acc=0.934  loss=16.6815
[ 230/600]  edit_acc=0.717  gen_acc=0.765  loc_acc=0.935  loss=10.2577
[ 232/600]  edit_acc=0.716  gen_acc=0.763  loc_acc=0.931  loss=10.8442
[ 234/600]  edit_acc=0.718  gen_acc=0.765  loc_acc=0.932  loss=10.5339
[ 236/600]  edit_acc=0.716  gen_acc=0.767  loc_acc=0.932  loss=11.5951
[ 238/600]  edit_acc=0.718  gen_acc=0.765  loc_acc=0.933  loss=15.1723
[ 240/600]  edit_acc=0.721  gen_acc=0.762  loc_acc=0.933  loss=15.1461
[ 242/600]  edit_acc=0.723  gen_acc=0.764  loc_acc=0.934  loss=14.8875
[ 244/600]  edit_acc=0.725  gen_acc=0.766  loc_acc=0.934  loss=10.8692
[ 246/600]  edit_acc=0.724  gen_acc=0.764  loc_acc=0.931  loss=17.1857
[ 248/600]  edit_acc=0.722  gen_acc=0.766  loc_acc=0.931  loss=11.5147
[ 250/600]  edit_acc=0.724  gen_acc=0.764  loc_acc=0.932  loss=15.3243
[ 252/600]  edit_acc=0.718  gen_acc=0.762  loc_acc=0.933  loss=10.9833
[ 254/600]  edit_acc=0.720  gen_acc=0.760  loc_acc=0.933  loss=15.5560
[ 256/600]  edit_acc=0.719  gen_acc=0.758  loc_acc=0.934  loss=14.7631
[ 258/600]  edit_acc=0.717  gen_acc=0.760  loc_acc=0.934  loss=11.4427
[ 260/600]  edit_acc=0.719  gen_acc=0.762  loc_acc=0.935  loss=15.9638
[ 262/600]  edit_acc=0.721  gen_acc=0.760  loc_acc=0.935  loss=15.0035
[ 264/600]  edit_acc=0.723  gen_acc=0.761  loc_acc=0.936  loss=11.2536
[ 266/600]  edit_acc=0.726  gen_acc=0.759  loc_acc=0.936  loss=10.9342
[ 268/600]  edit_acc=0.728  gen_acc=0.757  loc_acc=0.937  loss=16.2789
[ 270/600]  edit_acc=0.726  gen_acc=0.756  loc_acc=0.933  loss=17.1422
[ 272/600]  edit_acc=0.728  gen_acc=0.754  loc_acc=0.934  loss=10.1750
[ 274/600]  edit_acc=0.730  gen_acc=0.755  loc_acc=0.934  loss=10.9784
[ 276/600]  edit_acc=0.728  gen_acc=0.757  loc_acc=0.935  loss=11.2932
[ 278/600]  edit_acc=0.730  gen_acc=0.759  loc_acc=0.935  loss=10.8045
[ 280/600]  edit_acc=0.732  gen_acc=0.757  loc_acc=0.936  loss=14.8748
[ 282/600]  edit_acc=0.730  gen_acc=0.755  loc_acc=0.936  loss=10.8950
[ 284/600]  edit_acc=0.732  gen_acc=0.757  loc_acc=0.933  loss=11.1331
[ 286/600]  edit_acc=0.731  gen_acc=0.755  loc_acc=0.934  loss=16.6139
[ 288/600]  edit_acc=0.733  gen_acc=0.753  loc_acc=0.931  loss=12.0618
[ 290/600]  edit_acc=0.731  gen_acc=0.752  loc_acc=0.931  loss=14.9415
[ 292/600]  edit_acc=0.729  gen_acc=0.750  loc_acc=0.932  loss=15.1695
[ 294/600]  edit_acc=0.731  gen_acc=0.752  loc_acc=0.932  loss=11.3961
[ 296/600]  edit_acc=0.730  gen_acc=0.753  loc_acc=0.932  loss=10.8347
[ 298/600]  edit_acc=0.728  gen_acc=0.755  loc_acc=0.933  loss=10.8543
[ 300/600]  edit_acc=0.730  gen_acc=0.757  loc_acc=0.933  loss=15.1609
[ 302/600]  edit_acc=0.732  gen_acc=0.755  loc_acc=0.934  loss=13.3620
[ 304/600]  edit_acc=0.734  gen_acc=0.753  loc_acc=0.934  loss=14.0145
[ 306/600]  edit_acc=0.732  gen_acc=0.755  loc_acc=0.935  loss=11.0233
[ 308/600]  edit_acc=0.734  gen_acc=0.753  loc_acc=0.929  loss=17.8101
[ 310/600]  edit_acc=0.735  gen_acc=0.755  loc_acc=0.929  loss=15.2584
[ 312/600]  edit_acc=0.731  gen_acc=0.753  loc_acc=0.926  loss=17.0932
[ 314/600]  edit_acc=0.732  gen_acc=0.752  loc_acc=0.927  loss=14.6351
[ 316/600]  edit_acc=0.731  gen_acc=0.750  loc_acc=0.921  loss=10.3080
[ 318/600]  edit_acc=0.733  gen_acc=0.752  loc_acc=0.921  loss=17.0713
[ 320/600]  edit_acc=0.734  gen_acc=0.753  loc_acc=0.919  loss=11.1131
[ 322/600]  edit_acc=0.736  gen_acc=0.755  loc_acc=0.916  loss=12.2651
[ 324/600]  edit_acc=0.738  gen_acc=0.750  loc_acc=0.917  loss=15.8090
[ 326/600]  edit_acc=0.739  gen_acc=0.748  loc_acc=0.917  loss=10.3175
[ 328/600]  edit_acc=0.741  gen_acc=0.747  loc_acc=0.918  loss=15.2027
[ 330/600]  edit_acc=0.742  gen_acc=0.748  loc_acc=0.915  loss=11.1107
[ 332/600]  edit_acc=0.744  gen_acc=0.747  loc_acc=0.916  loss=16.4047
[ 334/600]  edit_acc=0.746  gen_acc=0.749  loc_acc=0.913  loss=13.3189
[ 336/600]  edit_acc=0.747  gen_acc=0.747  loc_acc=0.914  loss=13.6629
[ 338/600]  edit_acc=0.749  gen_acc=0.743  loc_acc=0.914  loss=10.7421
[ 340/600]  edit_acc=0.747  gen_acc=0.741  loc_acc=0.909  loss=10.1928
[ 342/600]  edit_acc=0.749  gen_acc=0.740  loc_acc=0.906  loss=15.7556
[ 344/600]  edit_acc=0.744  gen_acc=0.738  loc_acc=0.907  loss=17.2985
[ 346/600]  edit_acc=0.743  gen_acc=0.740  loc_acc=0.908  loss=14.4379
[ 348/600]  edit_acc=0.744  gen_acc=0.741  loc_acc=0.905  loss=10.8136
[ 350/600]  edit_acc=0.746  gen_acc=0.743  loc_acc=0.906  loss=10.9109
[ 352/600]  edit_acc=0.744  gen_acc=0.741  loc_acc=0.906  loss=10.9122
[ 354/600]  edit_acc=0.746  gen_acc=0.740  loc_acc=0.907  loss=15.6107
[ 356/600]  edit_acc=0.744  gen_acc=0.742  loc_acc=0.907  loss=13.7277
[ 358/600]  edit_acc=0.746  gen_acc=0.743  loc_acc=0.908  loss=11.0972
[ 360/600]  edit_acc=0.747  gen_acc=0.739  loc_acc=0.903  loss=10.9629
[ 362/600]  edit_acc=0.749  gen_acc=0.738  loc_acc=0.903  loss=16.0251
[ 364/600]  edit_acc=0.747  gen_acc=0.739  loc_acc=0.904  loss=14.9549
[ 366/600]  edit_acc=0.746  gen_acc=0.740  loc_acc=0.904  loss=11.0357
[ 368/600]  edit_acc=0.745  gen_acc=0.742  loc_acc=0.905  loss=15.5354
[ 370/600]  edit_acc=0.746  gen_acc=0.741  loc_acc=0.905  loss=10.5385
[ 372/600]  edit_acc=0.745  gen_acc=0.739  loc_acc=0.906  loss=11.7123
[ 374/600]  edit_acc=0.746  gen_acc=0.738  loc_acc=0.906  loss=9.8774
[ 376/600]  edit_acc=0.747  gen_acc=0.739  loc_acc=0.904  loss=15.0553
[ 378/600]  edit_acc=0.743  gen_acc=0.741  loc_acc=0.902  loss=15.4969
[ 380/600]  edit_acc=0.742  gen_acc=0.742  loc_acc=0.903  loss=14.8427
[ 382/600]  edit_acc=0.741  gen_acc=0.738  loc_acc=0.903  loss=11.3845
[ 384/600]  edit_acc=0.742  gen_acc=0.740  loc_acc=0.901  loss=13.8766
[ 386/600]  edit_acc=0.741  gen_acc=0.741  loc_acc=0.902  loss=14.7655
[ 388/600]  edit_acc=0.740  gen_acc=0.742  loc_acc=0.902  loss=15.1626
[ 390/600]  edit_acc=0.741  gen_acc=0.744  loc_acc=0.903  loss=14.4355
[ 392/600]  edit_acc=0.742  gen_acc=0.745  loc_acc=0.903  loss=11.3319
[ 394/600]  edit_acc=0.744  gen_acc=0.746  loc_acc=0.904  loss=14.8760
[ 396/600]  edit_acc=0.745  gen_acc=0.747  loc_acc=0.902  loss=11.7309
[ 398/600]  edit_acc=0.746  gen_acc=0.749  loc_acc=0.899  loss=15.4069
[ 400/600]  edit_acc=0.748  gen_acc=0.748  loc_acc=0.900  loss=10.3777
[ 402/600]  edit_acc=0.746  gen_acc=0.746  loc_acc=0.900  loss=10.8682
[ 404/600]  edit_acc=0.748  gen_acc=0.748  loc_acc=0.901  loss=11.7138
[ 406/600]  edit_acc=0.749  gen_acc=0.749  loc_acc=0.899  loss=10.5298
[ 408/600]  edit_acc=0.750  gen_acc=0.750  loc_acc=0.900  loss=10.7830
[ 410/600]  edit_acc=0.749  gen_acc=0.751  loc_acc=0.900  loss=11.1450
[ 412/600]  edit_acc=0.748  gen_acc=0.750  loc_acc=0.898  loss=10.8776
[ 414/600]  edit_acc=0.744  gen_acc=0.751  loc_acc=0.899  loss=15.0604
[ 416/600]  edit_acc=0.743  gen_acc=0.750  loc_acc=0.899  loss=17.3545
[ 418/600]  edit_acc=0.742  gen_acc=0.746  loc_acc=0.900  loss=11.0519
[ 420/600]  edit_acc=0.743  gen_acc=0.745  loc_acc=0.898  loss=11.5004
[ 422/600]  edit_acc=0.744  gen_acc=0.746  loc_acc=0.898  loss=10.4703
[ 424/600]  edit_acc=0.743  gen_acc=0.748  loc_acc=0.899  loss=11.0892
[ 426/600]  edit_acc=0.742  gen_acc=0.746  loc_acc=0.899  loss=15.5186
[ 428/600]  edit_acc=0.743  gen_acc=0.745  loc_acc=0.897  loss=13.6899
[ 430/600]  edit_acc=0.744  gen_acc=0.747  loc_acc=0.898  loss=11.3879
[ 432/600]  edit_acc=0.741  gen_acc=0.745  loc_acc=0.898  loss=10.3523
[ 434/600]  edit_acc=0.740  gen_acc=0.747  loc_acc=0.894  loss=11.0547
[ 436/600]  edit_acc=0.741  gen_acc=0.745  loc_acc=0.894  loss=17.4063
[ 438/600]  edit_acc=0.737  gen_acc=0.744  loc_acc=0.895  loss=11.1931
[ 440/600]  edit_acc=0.739  gen_acc=0.743  loc_acc=0.895  loss=11.0503
[ 442/600]  edit_acc=0.740  gen_acc=0.742  loc_acc=0.896  loss=15.0081
[ 444/600]  edit_acc=0.741  gen_acc=0.741  loc_acc=0.896  loss=16.2547
[ 446/600]  edit_acc=0.742  gen_acc=0.740  loc_acc=0.897  loss=13.6420
[ 448/600]  edit_acc=0.741  gen_acc=0.739  loc_acc=0.897  loss=11.4421
[ 450/600]  edit_acc=0.742  gen_acc=0.740  loc_acc=0.896  loss=10.8565
[ 452/600]  edit_acc=0.741  gen_acc=0.739  loc_acc=0.894  loss=10.4964
[ 454/600]  edit_acc=0.742  gen_acc=0.736  loc_acc=0.894  loss=15.9000
[ 456/600]  edit_acc=0.739  gen_acc=0.735  loc_acc=0.895  loss=15.2100
[ 458/600]  edit_acc=0.738  gen_acc=0.736  loc_acc=0.895  loss=16.0882
[ 460/600]  edit_acc=0.737  gen_acc=0.735  loc_acc=0.896  loss=16.4339
[ 462/600]  edit_acc=0.738  gen_acc=0.734  loc_acc=0.894  loss=10.4752
[ 464/600]  edit_acc=0.739  gen_acc=0.735  loc_acc=0.894  loss=11.1503
[ 466/600]  edit_acc=0.736  gen_acc=0.734  loc_acc=0.895  loss=10.4188
[ 468/600]  edit_acc=0.737  gen_acc=0.735  loc_acc=0.893  loss=10.1513
[ 470/600]  edit_acc=0.738  gen_acc=0.736  loc_acc=0.894  loss=16.0558
[ 472/600]  edit_acc=0.737  gen_acc=0.737  loc_acc=0.894  loss=16.1795
[ 474/600]  edit_acc=0.736  gen_acc=0.736  loc_acc=0.895  loss=12.1841
[ 476/600]  edit_acc=0.737  gen_acc=0.737  loc_acc=0.895  loss=13.8010
[ 478/600]  edit_acc=0.736  gen_acc=0.738  loc_acc=0.895  loss=11.4574
[ 480/600]  edit_acc=0.735  gen_acc=0.740  loc_acc=0.896  loss=15.8278
[ 482/600]  edit_acc=0.734  gen_acc=0.739  loc_acc=0.896  loss=10.4821
[ 484/600]  edit_acc=0.736  gen_acc=0.738  loc_acc=0.897  loss=14.7677
[ 486/600]  edit_acc=0.737  gen_acc=0.739  loc_acc=0.895  loss=10.5719
[ 488/600]  edit_acc=0.734  gen_acc=0.738  loc_acc=0.893  loss=14.9324
[ 490/600]  edit_acc=0.733  gen_acc=0.739  loc_acc=0.894  loss=14.4094
[ 492/600]  edit_acc=0.732  gen_acc=0.736  loc_acc=0.894  loss=15.4626
[ 494/600]  edit_acc=0.731  gen_acc=0.735  loc_acc=0.895  loss=15.1371
[ 496/600]  edit_acc=0.732  gen_acc=0.736  loc_acc=0.895  loss=15.8716
[ 498/600]  edit_acc=0.733  gen_acc=0.735  loc_acc=0.896  loss=14.8790
[ 500/600]  edit_acc=0.734  gen_acc=0.732  loc_acc=0.896  loss=11.3598
[ 502/600]  edit_acc=0.735  gen_acc=0.731  loc_acc=0.896  loss=10.9163
[ 504/600]  edit_acc=0.732  gen_acc=0.730  loc_acc=0.897  loss=10.7707
[ 506/600]  edit_acc=0.733  gen_acc=0.729  loc_acc=0.897  loss=11.2003
[ 508/600]  edit_acc=0.730  gen_acc=0.728  loc_acc=0.898  loss=15.7389
[ 510/600]  edit_acc=0.731  gen_acc=0.729  loc_acc=0.898  loss=17.5994
[ 512/600]  edit_acc=0.730  gen_acc=0.729  loc_acc=0.896  loss=15.5776
[ 514/600]  edit_acc=0.732  gen_acc=0.730  loc_acc=0.897  loss=10.7309
[ 516/600]  edit_acc=0.733  gen_acc=0.731  loc_acc=0.897  loss=11.1991
[ 518/600]  edit_acc=0.732  gen_acc=0.730  loc_acc=0.898  loss=15.5534
[ 520/600]  edit_acc=0.731  gen_acc=0.729  loc_acc=0.898  loss=14.0612
[ 522/600]  edit_acc=0.732  gen_acc=0.730  loc_acc=0.898  loss=10.5179
[ 524/600]  edit_acc=0.733  gen_acc=0.729  loc_acc=0.895  loss=11.4920
[ 526/600]  edit_acc=0.732  gen_acc=0.730  loc_acc=0.894  loss=16.5059
[ 528/600]  edit_acc=0.731  gen_acc=0.729  loc_acc=0.894  loss=15.0171
[ 530/600]  edit_acc=0.730  gen_acc=0.730  loc_acc=0.894  loss=12.0141
[ 532/600]  edit_acc=0.731  gen_acc=0.731  loc_acc=0.893  loss=11.3018
[ 534/600]  edit_acc=0.730  gen_acc=0.732  loc_acc=0.893  loss=15.9703
[ 536/600]  edit_acc=0.729  gen_acc=0.733  loc_acc=0.894  loss=11.8558
[ 538/600]  edit_acc=0.730  gen_acc=0.732  loc_acc=0.894  loss=11.3712
[ 540/600]  edit_acc=0.730  gen_acc=0.733  loc_acc=0.894  loss=11.4551
[ 542/600]  edit_acc=0.729  gen_acc=0.731  loc_acc=0.895  loss=15.1934
[ 544/600]  edit_acc=0.728  gen_acc=0.730  loc_acc=0.895  loss=17.6005
[ 546/600]  edit_acc=0.729  gen_acc=0.729  loc_acc=0.894  loss=15.2469
[ 548/600]  edit_acc=0.728  gen_acc=0.726  loc_acc=0.894  loss=14.8070
[ 550/600]  edit_acc=0.729  gen_acc=0.727  loc_acc=0.895  loss=14.8153
[ 552/600]  edit_acc=0.730  gen_acc=0.728  loc_acc=0.895  loss=10.7609
[ 554/600]  edit_acc=0.731  gen_acc=0.727  loc_acc=0.895  loss=11.3174
[ 556/600]  edit_acc=0.730  gen_acc=0.728  loc_acc=0.896  loss=11.8555
[ 558/600]  edit_acc=0.731  gen_acc=0.729  loc_acc=0.896  loss=14.5931
[ 560/600]  edit_acc=0.732  gen_acc=0.730  loc_acc=0.896  loss=10.7829
[ 562/600]  edit_acc=0.731  gen_acc=0.731  loc_acc=0.895  loss=11.4664
[ 564/600]  edit_acc=0.732  gen_acc=0.732  loc_acc=0.895  loss=14.0702
[ 566/600]  edit_acc=0.733  gen_acc=0.731  loc_acc=0.896  loss=14.4660
[ 568/600]  edit_acc=0.732  gen_acc=0.732  loc_acc=0.896  loss=10.8047
[ 570/600]  edit_acc=0.733  gen_acc=0.733  loc_acc=0.896  loss=10.8675
[ 572/600]  edit_acc=0.734  gen_acc=0.733  loc_acc=0.895  loss=11.0300
